"extract_date","date","mod_zcta","total_ed_visits","ili_pne_visits","ili_pne_admissions"
"2022-02-22T00:00:00.000","2022-01-12T00:00:00.000","10460","95","7","0"
"2022-02-22T00:00:00.000","2020-06-24T00:00:00.000","10308","12","0","0"
"2022-02-22T00:00:00.000","2020-07-29T00:00:00.000","11418","35","1","1"
"2022-02-22T00:00:00.000","2021-12-19T00:00:00.000","11222","23","4","1"
"2022-02-22T00:00:00.000","2021-09-19T00:00:00.000","10473","70","4","1"
"2022-02-22T00:00:00.000","2022-01-11T00:00:00.000","11224","66","9","6"
"2022-02-22T00:00:00.000","2020-08-20T00:00:00.000","11231","27","1","0"
"2022-02-22T00:00:00.000","2022-01-22T00:00:00.000","10040","39","3","1"
"2022-02-22T00:00:00.000","2021-05-26T00:00:00.000","11102","36","0","0"
"2022-02-22T00:00:00.000","2020-03-21T00:00:00.000","11229","51","18","8"
"2022-02-22T00:00:00.000","2020-07-19T00:00:00.000","11105","14","0","0"
"2022-02-22T00:00:00.000","2021-07-04T00:00:00.000","11426","8","2","0"
"2022-02-22T00:00:00.000","2021-04-08T00:00:00.000","10034","48","3","1"
"2022-02-22T00:00:00.000","2021-10-28T00:00:00.000","10026","38","1","0"
"2022-02-22T00:00:00.000","2021-11-17T00:00:00.000","11105","31","2","1"
"2022-02-22T00:00:00.000","2021-06-22T00:00:00.000","10456","200","7","1"
"2022-02-22T00:00:00.000","2021-10-13T00:00:00.000","11220","101","7","4"
"2022-02-22T00:00:00.000","2021-04-09T00:00:00.000","10463","73","7","2"
"2022-02-22T00:00:00.000","2021-07-16T00:00:00.000","11363","2","1","0"
"2022-02-22T00:00:00.000","2020-04-19T00:00:00.000","11201","24","1","1"
"2022-02-22T00:00:00.000","2021-02-15T00:00:00.000","11385","79","5","2"
"2022-02-22T00:00:00.000","2021-01-21T00:00:00.000","11220","72","9","4"
"2022-02-22T00:00:00.000","2022-01-12T00:00:00.000","10044","8","2","0"
"2022-02-22T00:00:00.000","2020-04-05T00:00:00.000","10013","5","1","1"
"2022-02-22T00:00:00.000","2020-05-22T00:00:00.000","11217","22","1","0"
"2022-02-22T00:00:00.000","2021-12-08T00:00:00.000","10463","83","2","1"
"2022-02-22T00:00:00.000","2021-07-30T00:00:00.000","10044","10","0","0"
"2022-02-22T00:00:00.000","2021-09-25T00:00:00.000","11379","21","2","1"
"2022-02-22T00:00:00.000","2020-03-22T00:00:00.000","10301","45","10","3"
"2022-02-22T00:00:00.000","2021-09-04T00:00:00.000","10065","15","1","0"
"2022-02-22T00:00:00.000","2020-04-07T00:00:00.000","11222","19","6","1"
"2022-02-22T00:00:00.000","2021-06-26T00:00:00.000","10003","35","0","0"
"2022-02-22T00:00:00.000","2021-03-26T00:00:00.000","10069","2","0","0"
"2022-02-22T00:00:00.000","2021-04-22T00:00:00.000","10017","11","0","0"
"2022-02-22T00:00:00.000","2021-10-22T00:00:00.000","10021","27","1","1"
"2022-02-22T00:00:00.000","2020-08-30T00:00:00.000","10069","4","0","0"
"2022-02-22T00:00:00.000","2021-07-05T00:00:00.000","10028","18","0","0"
"2022-02-22T00:00:00.000","2021-08-11T00:00:00.000","10466","102","13","1"
"2022-02-22T00:00:00.000","2020-03-14T00:00:00.000","10035","111","9","1"
"2022-02-22T00:00:00.000","2021-10-28T00:00:00.000","11219","72","4","0"
"2022-02-22T00:00:00.000","2021-05-13T00:00:00.000","11106","36","1","0"
"2022-02-22T00:00:00.000","2020-10-23T00:00:00.000","10011","28","0","0"
"2022-02-22T00:00:00.000","2020-12-09T00:00:00.000","10030","46","0","0"
"2022-02-22T00:00:00.000","2021-12-30T00:00:00.000","11205","62","8","0"
"2022-02-22T00:00:00.000","2020-12-19T00:00:00.000","11357","8","0","0"
"2022-02-22T00:00:00.000","2020-04-25T00:00:00.000","11209","31","0","0"
"2022-02-22T00:00:00.000","2021-08-03T00:00:00.000","10280","4","0","0"
"2022-02-22T00:00:00.000","2021-02-09T00:00:00.000","11233","120","9","4"
"2022-02-22T00:00:00.000","2021-02-21T00:00:00.000","10469","69","7","4"
"2022-02-22T00:00:00.000","2021-04-26T00:00:00.000","10464","6","0","0"
"2022-02-22T00:00:00.000","2020-07-11T00:00:00.000","11104","13","1","0"
"2022-02-22T00:00:00.000","2021-04-10T00:00:00.000","10011","36","0","0"
"2022-02-22T00:00:00.000","2021-09-10T00:00:00.000","10314","73","2","1"
"2022-02-22T00:00:00.000","2021-01-24T00:00:00.000","10006","1","0","0"
"2022-02-22T00:00:00.000","2020-04-23T00:00:00.000","11370","9","1","0"
"2022-02-22T00:00:00.000","2021-10-27T00:00:00.000","11223","74","7","1"
"2022-02-22T00:00:00.000","2020-03-16T00:00:00.000","10453","173","25","2"
"2022-02-22T00:00:00.000","2021-10-17T00:00:00.000","11416","20","2","0"
"2022-02-22T00:00:00.000","2021-12-18T00:00:00.000","10452","117","10","0"
"2022-02-22T00:00:00.000","2021-01-11T00:00:00.000","11377","64","6","3"
"2022-02-22T00:00:00.000","2020-08-02T00:00:00.000","10312","37","1","1"
"2022-02-22T00:00:00.000","2020-12-23T00:00:00.000","11421","37","2","0"
"2022-02-22T00:00:00.000","2020-05-09T00:00:00.000","11104","7","1","0"
"2022-02-22T00:00:00.000","2020-10-12T00:00:00.000","11362","3","0","0"
"2022-02-22T00:00:00.000","2021-12-30T00:00:00.000","11105","38","13","4"
"2022-02-22T00:00:00.000","2021-03-27T00:00:00.000","10462","91","6","0"
"2022-02-22T00:00:00.000","2021-05-08T00:00:00.000","11205","35","1","1"
"2022-02-22T00:00:00.000","2020-12-03T00:00:00.000","10044","10","1","0"
"2022-02-22T00:00:00.000","2020-10-13T00:00:00.000","11375","37","4","4"
"2022-02-22T00:00:00.000","2020-09-21T00:00:00.000","10023","12","0","0"
"2022-02-22T00:00:00.000","2022-01-14T00:00:00.000","10025","73","7","5"
"2022-02-22T00:00:00.000","2021-09-07T00:00:00.000","10017","4","0","0"
"2022-02-22T00:00:00.000","2021-04-18T00:00:00.000","11228","30","0","0"
"2022-02-22T00:00:00.000","2020-10-10T00:00:00.000","11214","39","0","0"
"2022-02-22T00:00:00.000","2020-05-19T00:00:00.000","11361","5","0","0"
"2022-02-22T00:00:00.000","2022-02-09T00:00:00.000","10011","27","0","0"
"2022-02-22T00:00:00.000","2020-03-11T00:00:00.000","11373","127","32","3"
"2022-02-22T00:00:00.000","2020-03-04T00:00:00.000","11231","36","2","0"
"2022-02-22T00:00:00.000","2020-08-17T00:00:00.000","10038","27","2","0"
"2022-02-22T00:00:00.000","2020-08-03T00:00:00.000","11432","65","1","0"
"2022-02-22T00:00:00.000","2022-01-02T00:00:00.000","11203","157","25","5"
"2022-02-22T00:00:00.000","2021-12-02T00:00:00.000","11434","66","3","1"
"2022-02-22T00:00:00.000","2021-03-20T00:00:00.000","10303","32","2","0"
"2022-02-22T00:00:00.000","2021-07-18T00:00:00.000","11428","14","1","0"
"2022-02-22T00:00:00.000","2020-12-22T00:00:00.000","10040","31","2","2"
"2022-02-22T00:00:00.000","2021-01-23T00:00:00.000","11417","16","2","1"
"2022-02-22T00:00:00.000","2020-09-30T00:00:00.000","11370","16","0","0"
"2022-02-22T00:00:00.000","2021-08-10T00:00:00.000","11235","93","16","5"
"2022-02-22T00:00:00.000","2021-04-20T00:00:00.000","11364","8","0","0"
"2022-02-22T00:00:00.000","2021-12-30T00:00:00.000","11358","19","6","0"
"2022-02-22T00:00:00.000","2021-09-22T00:00:00.000","10035","98","7","4"
"2022-02-22T00:00:00.000","2020-10-26T00:00:00.000","10312","41","0","0"
"2022-02-22T00:00:00.000","2020-10-02T00:00:00.000","11216","65","2","0"
"2022-02-22T00:00:00.000","2020-07-18T00:00:00.000","10017","5","0","0"
"2022-02-22T00:00:00.000","2021-07-31T00:00:00.000","10028","16","1","1"
"2022-02-22T00:00:00.000","2021-06-04T00:00:00.000","10027","104","2","1"
"2022-02-22T00:00:00.000","2020-12-01T00:00:00.000","11203","116","4","1"
"2022-02-22T00:00:00.000","2021-07-17T00:00:00.000","10280","2","0","0"
"2022-02-22T00:00:00.000","2020-11-13T00:00:00.000","10306","30","3","1"
"2022-02-22T00:00:00.000","2021-01-14T00:00:00.000","11692","22","3","0"
"2022-02-22T00:00:00.000","2021-04-08T00:00:00.000","10465","40","3","0"
"2022-02-22T00:00:00.000","2020-07-09T00:00:00.000","10454","63","0","0"
"2022-02-22T00:00:00.000","2020-11-10T00:00:00.000","11366","11","2","2"
"2022-02-22T00:00:00.000","2021-08-27T00:00:00.000","11422","15","0","0"
"2022-02-22T00:00:00.000","2020-05-27T00:00:00.000","11105","18","0","0"
"2022-02-22T00:00:00.000","2021-08-10T00:00:00.000","10075","27","1","1"
"2022-02-22T00:00:00.000","2021-01-22T00:00:00.000","10026","58","6","1"
"2022-02-22T00:00:00.000","2022-02-12T00:00:00.000","11367","22","1","0"
"2022-02-22T00:00:00.000","2021-01-24T00:00:00.000","10453","94","7","2"
"2022-02-22T00:00:00.000","2021-11-17T00:00:00.000","11435","61","7","2"
"2022-02-22T00:00:00.000","2021-12-05T00:00:00.000","11203","91","6","4"
"2022-02-22T00:00:00.000","2021-08-20T00:00:00.000","11231","37","2","0"
"2022-02-22T00:00:00.000","2020-10-06T00:00:00.000","11220","79","8","2"
"2022-02-22T00:00:00.000","2021-03-26T00:00:00.000","10303","41","1","0"
"2022-02-22T00:00:00.000","2022-02-12T00:00:00.000","10463","60","1","0"
"2022-02-22T00:00:00.000","2022-01-21T00:00:00.000","10452","132","2","0"
"2022-02-22T00:00:00.000","2020-03-22T00:00:00.000","11203","120","43","10"
"2022-02-22T00:00:00.000","2022-02-16T00:00:00.000","11226","134","5","0"
"2022-02-22T00:00:00.000","2020-12-23T00:00:00.000","10461","72","10","5"
"2022-02-22T00:00:00.000","2021-06-16T00:00:00.000","10044","7","0","0"
"2022-02-22T00:00:00.000","2021-02-07T00:00:00.000","11201","33","1","0"
"2022-02-22T00:00:00.000","2021-09-26T00:00:00.000","10075","33","2","1"
"2022-02-22T00:00:00.000","2021-09-11T00:00:00.000","11208","116","8","0"
"2022-02-22T00:00:00.000","2021-06-17T00:00:00.000","10039","53","3","2"
"2022-02-22T00:00:00.000","2021-03-21T00:00:00.000","10305","41","2","2"
"2022-02-22T00:00:00.000","2020-10-09T00:00:00.000","10453","142","2","1"
"2022-02-22T00:00:00.000","2021-04-25T00:00:00.000","10468","81","6","0"
"2022-02-22T00:00:00.000","2020-07-22T00:00:00.000","11101","38","2","0"
"2022-02-22T00:00:00.000","2021-09-03T00:00:00.000","11379","24","1","1"
"2022-02-22T00:00:00.000","2021-03-01T00:00:00.000","11201","59","2","1"
"2022-02-22T00:00:00.000","2021-07-08T00:00:00.000","11367","35","1","0"
"2022-02-22T00:00:00.000","2021-11-26T00:00:00.000","10030","43","1","0"
"2022-02-22T00:00:00.000","2021-08-25T00:00:00.000","10471","14","0","0"
"2022-02-22T00:00:00.000","2021-04-15T00:00:00.000","11429","24","1","0"
"2022-02-22T00:00:00.000","2020-12-06T00:00:00.000","11208","89","4","2"
"2022-02-22T00:00:00.000","2020-11-10T00:00:00.000","11411","33","1","0"
"2022-02-22T00:00:00.000","2020-03-30T00:00:00.000","11356","11","6","5"
"2022-02-22T00:00:00.000","2020-09-23T00:00:00.000","10457","147","2","0"
"2022-02-22T00:00:00.000","2022-01-30T00:00:00.000","11436","21","2","1"
"2022-02-22T00:00:00.000","2020-05-29T00:00:00.000","10014","14","0","0"
"2022-02-22T00:00:00.000","2020-12-17T00:00:00.000","10455","42","4","1"
"2022-02-22T00:00:00.000","2020-06-19T00:00:00.000","11201","52","2","1"
"2022-02-22T00:00:00.000","2020-12-20T00:00:00.000","11105","30","8","0"
"2022-02-22T00:00:00.000","2020-06-23T00:00:00.000","10456","156","5","2"
"2022-02-22T00:00:00.000","2020-06-02T00:00:00.000","11697","2","0","0"
"2022-02-22T00:00:00.000","2021-06-16T00:00:00.000","11210","75","3","0"
"2022-02-22T00:00:00.000","2020-05-13T00:00:00.000","11220","32","4","2"
"2022-02-22T00:00:00.000","2020-08-16T00:00:00.000","10026","36","2","0"
"2022-02-22T00:00:00.000","2021-11-11T00:00:00.000","11214","70","5","1"
"2022-02-22T00:00:00.000","2020-03-16T00:00:00.000","11358","15","1","0"
"2022-02-22T00:00:00.000","2020-10-21T00:00:00.000","11210","44","2","1"
"2022-02-22T00:00:00.000","2021-01-08T00:00:00.000","11358","14","1","1"
"2022-02-22T00:00:00.000","2020-04-26T00:00:00.000","11435","38","6","3"
"2022-02-22T00:00:00.000","2020-04-25T00:00:00.000","10018","5","0","0"
"2022-02-22T00:00:00.000","2021-04-10T00:00:00.000","10017","7","1","1"
"2022-02-22T00:00:00.000","2020-03-31T00:00:00.000","11209","48","7","4"
"2022-02-22T00:00:00.000","2022-02-14T00:00:00.000","10458","108","3","1"
"2022-02-22T00:00:00.000","2021-11-11T00:00:00.000","11232","26","1","0"
"2022-02-22T00:00:00.000","2021-03-07T00:00:00.000","11103","21","3","1"
"2022-02-22T00:00:00.000","2020-07-07T00:00:00.000","11222","15","0","0"
"2022-02-22T00:00:00.000","2021-07-19T00:00:00.000","11222","22","0","0"
"2022-02-22T00:00:00.000","2020-09-08T00:00:00.000","10464","5","0","0"
"2022-02-22T00:00:00.000","2020-08-14T00:00:00.000","11356","10","0","0"
"2022-02-22T00:00:00.000","2021-12-07T00:00:00.000","11378","33","3","0"
"2022-02-22T00:00:00.000","2022-01-05T00:00:00.000","11429","39","14","0"
"2022-02-22T00:00:00.000","2022-02-13T00:00:00.000","10307","8","0","0"
"2022-02-22T00:00:00.000","2020-04-11T00:00:00.000","11214","42","12","7"
"2022-02-22T00:00:00.000","2020-09-16T00:00:00.000","10044","7","0","0"
"2022-02-22T00:00:00.000","2022-01-14T00:00:00.000","10456","208","13","4"
"2022-02-22T00:00:00.000","2021-10-29T00:00:00.000","11426","8","1","0"
"2022-02-22T00:00:00.000","2020-03-11T00:00:00.000","11234","91","7","0"
"2022-02-22T00:00:00.000","2021-05-19T00:00:00.000","10312","55","2","2"
"2022-02-22T00:00:00.000","2022-01-20T00:00:00.000","11373","92","11","3"
"2022-02-22T00:00:00.000","2021-01-03T00:00:00.000","10014","28","0","0"
"2022-02-22T00:00:00.000","2020-08-17T00:00:00.000","10305","38","2","1"
"2022-02-22T00:00:00.000","2020-07-12T00:00:00.000","10463","47","0","0"
"2022-02-22T00:00:00.000","2021-04-21T00:00:00.000","11201","58","5","3"
"2022-02-22T00:00:00.000","2020-03-10T00:00:00.000","10027","131","17","4"
"2022-02-22T00:00:00.000","2020-09-29T00:00:00.000","11691","66","1","1"
"2022-02-22T00:00:00.000","2021-09-25T00:00:00.000","10475","37","3","0"
"2022-02-22T00:00:00.000","2020-04-26T00:00:00.000","11209","29","1","1"
"2022-02-22T00:00:00.000","2021-08-30T00:00:00.000","10457","219","7","2"
"2022-02-22T00:00:00.000","2021-05-19T00:00:00.000","11203","118","7","5"
"2022-02-22T00:00:00.000","2020-05-29T00:00:00.000","11429","25","0","0"
"2022-02-22T00:00:00.000","2021-11-12T00:00:00.000","11414","17","1","1"
"2022-02-22T00:00:00.000","2020-08-10T00:00:00.000","11101","42","1","1"
"2022-02-22T00:00:00.000","2020-08-20T00:00:00.000","10301","53","3","0"
"2022-02-22T00:00:00.000","2021-12-16T00:00:00.000","10452","156","8","1"
"2022-02-22T00:00:00.000","2021-03-24T00:00:00.000","11363","1","0","0"
"2022-02-22T00:00:00.000","2021-07-15T00:00:00.000","10002","70","1","1"
"2022-02-22T00:00:00.000","2020-06-15T00:00:00.000","11218","37","1","0"
"2022-02-22T00:00:00.000","2020-04-02T00:00:00.000","11354","27","12","7"
"2022-02-22T00:00:00.000","2020-05-30T00:00:00.000","10040","28","4","1"
"2022-02-22T00:00:00.000","2022-02-08T00:00:00.000","10031","73","2","0"
"2022-02-22T00:00:00.000","2020-10-18T00:00:00.000","11224","48","0","0"
"2022-02-22T00:00:00.000","2021-10-11T00:00:00.000","10039","66","7","2"
"2022-02-22T00:00:00.000","2020-03-01T00:00:00.000","11217","40","3","0"
"2022-02-22T00:00:00.000","2021-03-29T00:00:00.000","11420","43","6","1"
"2022-02-22T00:00:00.000","2020-08-10T00:00:00.000","11418","37","0","0"
"2022-02-22T00:00:00.000","2020-10-15T00:00:00.000","11204","37","0","0"
"2022-02-22T00:00:00.000","2020-05-03T00:00:00.000","10467","76","3","3"
"2022-02-22T00:00:00.000","2020-11-18T00:00:00.000","10039","47","4","0"
"2022-02-22T00:00:00.000","2021-11-16T00:00:00.000","11211","71","2","0"
"2022-02-22T00:00:00.000","2021-12-15T00:00:00.000","10454","101","8","2"
"2022-02-22T00:00:00.000","2021-03-20T00:00:00.000","10011","37","3","0"
"2022-02-22T00:00:00.000","2021-01-20T00:00:00.000","11206","117","4","2"
"2022-02-22T00:00:00.000","2021-12-12T00:00:00.000","11361","9","1","0"
"2022-02-22T00:00:00.000","2020-10-16T00:00:00.000","10463","51","2","0"
"2022-02-22T00:00:00.000","2020-08-31T00:00:00.000","11208","129","4","0"
"2022-02-22T00:00:00.000","2020-07-17T00:00:00.000","10028","20","1","0"
"2022-02-22T00:00:00.000","2020-09-16T00:00:00.000","10454","85","1","0"
"2022-02-22T00:00:00.000","2022-01-26T00:00:00.000","10465","44","9","6"
"2022-02-22T00:00:00.000","2021-03-31T00:00:00.000","10039","46","3","0"
"2022-02-22T00:00:00.000","2021-01-31T00:00:00.000","11203","83","6","2"
"2022-02-22T00:00:00.000","2021-04-02T00:00:00.000","10014","24","3","1"
"2022-02-22T00:00:00.000","2021-12-24T00:00:00.000","10040","40","7","1"
"2022-02-22T00:00:00.000","2020-11-09T00:00:00.000","10459","85","1","1"
"2022-02-22T00:00:00.000","2021-11-19T00:00:00.000","11239","20","2","1"
"2022-02-22T00:00:00.000","2020-03-16T00:00:00.000","10128","32","6","1"
"2022-02-22T00:00:00.000","2020-07-29T00:00:00.000","11361","9","0","0"
"2022-02-22T00:00:00.000","2021-04-19T00:00:00.000","11692","24","1","1"
"2022-02-22T00:00:00.000","2020-05-11T00:00:00.000","11213","63","2","1"
"2022-02-22T00:00:00.000","2022-01-21T00:00:00.000","10460","115","14","6"
"2022-02-22T00:00:00.000","2020-10-20T00:00:00.000","10304","47","2","1"
"2022-02-22T00:00:00.000","2021-09-14T00:00:00.000","10303","35","1","0"
"2022-02-22T00:00:00.000","2021-05-17T00:00:00.000","11212","210","7","3"
"2022-02-22T00:00:00.000","2020-10-09T00:00:00.000","10454","81","1","1"
"2022-02-22T00:00:00.000","2021-11-02T00:00:00.000","11435","60","3","0"
"2022-02-22T00:00:00.000","2021-06-26T00:00:00.000","11238","48","2","0"
"2022-02-22T00:00:00.000","2021-08-15T00:00:00.000","11220","75","3","0"
"2022-02-22T00:00:00.000","2021-11-14T00:00:00.000","11206","123","9","0"
"2022-02-22T00:00:00.000","2020-12-06T00:00:00.000","10014","35","0","0"
"2022-02-22T00:00:00.000","2022-02-10T00:00:00.000","11214","82","5","0"
"2022-02-22T00:00:00.000","2020-04-14T00:00:00.000","11203","65","19","11"
"2022-02-22T00:00:00.000","2020-11-20T00:00:00.000","11436","13","0","0"
"2022-02-22T00:00:00.000","2021-06-22T00:00:00.000","11205","34","1","0"
"2022-02-22T00:00:00.000","2021-02-09T00:00:00.000","10022","12","0","0"
"2022-02-22T00:00:00.000","2021-06-17T00:00:00.000","11103","35","0","0"
"2022-02-22T00:00:00.000","2020-05-31T00:00:00.000","10018","4","0","0"
"2022-02-22T00:00:00.000","2021-02-07T00:00:00.000","11104","12","0","0"
"2022-02-22T00:00:00.000","2021-04-28T00:00:00.000","10037","35","0","0"
"2022-02-22T00:00:00.000","2020-10-01T00:00:00.000","11238","23","1","0"
"2022-02-22T00:00:00.000","2020-10-12T00:00:00.000","10025","77","1","1"
"2022-02-22T00:00:00.000","2021-03-30T00:00:00.000","11374","30","5","2"
"2022-02-22T00:00:00.000","2021-11-18T00:00:00.000","10004","3","0","0"
"2022-02-22T00:00:00.000","2020-12-25T00:00:00.000","11219","47","7","4"
"2022-02-22T00:00:00.000","2020-12-06T00:00:00.000","11228","26","5","3"
"2022-02-22T00:00:00.000","2021-07-04T00:00:00.000","10044","8","0","0"
"2022-02-22T00:00:00.000","2021-04-18T00:00:00.000","10471","6","0","0"
"2022-02-22T00:00:00.000","2020-03-23T00:00:00.000","11414","16","5","2"
